volume,close_lag1,close_lag2,close_lag3,close_lag4,close_lag5,close_lag6,ma_3,rsi_3,ma_6,rsi_6,ma_9,rsi_9,ma_12,rsi_12,event,close
-0.4720111385319491,-0.9636315266402716,-0.9404203727038136,-0.9364952785320306,-0.8079197382521817,-0.8562898377880852,-0.8301885083140083,1.8358733167472987,-1.864310376057104,6.12360186090986,-1.888979427652697,8.547622915385608,-1.9382342953951406,8.754224680976979,-1.9687459944932637,-0.4731300464104204,2.3385714285714285
-0.19782161451267813,-0.9656674666826408,-0.9558990864823365,-0.9363134867885571,-0.9350174257172388,-0.8058857816837762,-0.8526588665962069,-1.2961595870827092,-1.248793242957025,2.197775627975931,-1.6576592276702609,3.9251189341815573,-1.7904309808486576,5.429749340791154,-1.8589034836079954,-0.4731300464104204,2.9457142857142857
-0.7322642296282745,-0.9531272562767443,-0.9579569501638742,-0.9520384725990177,-0.9348325563536533,-0.9353482545544329,-0.8015435756596473,-0.09041724989649867,-1.3498036866095642,0.3418026425833874,-1.6908635089720618,2.7492783004784433,-1.8111976724779528,4.7124462819929684,-1.8736799939524056,-0.4731300464104204,2.75
-0.5785787553063124,-0.9571696299840569,-0.9452817028500549,-0.9541290776489634,-0.9508237563038022,-0.9351599455029846,-0.9328328503254684,-0.030922698322039734,-1.0523476524022577,-0.16663551926492537,-1.5964997027431955,1.5632969726823982,-1.7555973276117474,2.995961245023027,-1.834091972710129,-0.4731300464104204,2.9414285714285713
-0.7015599760466495,-0.9532157754090212,-0.9493676061018037,-0.9412521624862547,-0.952949753985036,-0.9514486784532564,-0.9326418841077726,-1.5934912009930915,-0.12366030280352014,-1.2293218381194557,-1.2195869966527393,0.07450430702879265,-1.531803293522862,1.0841332528632892,-1.675536281509611,-0.4731300464104204,3.6785714285714284
-0.5679804041960839,-0.9379904846573918,-0.9453711751840348,-0.9454030739622338,-0.9398548407310603,-0.9536142325449111,-0.949160461938454,1.1009151761378984,-0.9452873881948232,0.12178200774159496,-1.4248598444728744,0.08305348069716924,-1.6385289129357574,1.1713675678889959,-1.7448300724961057,-0.4731300464104204,2.9842857142857144
-1.1520157020963953,-0.9523305840862523,-0.9299819337394919,-0.9413430583579915,-0.9440760245329302,-0.9402756747339949,-0.9513565734419551,0.6947147935578687,-0.6931207625943417,0.06949021554916653,-1.3268607553185336,-0.12920252348486116,-1.582182948182074,0.6358452462762246,-1.7059141067189063,-0.4731300464104204,3.1471428571428572
-0.9748815518784959,-0.9489668570597293,-0.9444764518442359,-0.9257089684192675,-0.9399472754128531,-0.9445753980753961,-0.9378297996885068,1.0316155172055939,-1.1629536519211074,0.8208417025812645,-1.4567529639809385,0.3028216467378224,-1.6471436942989757,0.737059849968275,-1.746810662302434,-0.4731300464104204,2.7857142857142856
-0.9699365930160874,-0.9564319705484159,-0.9410765031529995,-0.940434099640624,-0.9240485101444968,-0.940369829259719,-0.9421901949925596,1.8439535419168047,-1.4956398976263579,1.6003029111537874,-1.5739568844256755,0.8556004933284788,-1.706842423528246,0.5627892674927163,-1.7842833173601578,-0.4731300464104204,2.468571428571429
-0.7024842235759612,-0.9629823863369076,-0.9486220033186379,-0.9369800565146267,-0.9390229285949255,-0.9241752508351714,-0.9379252827973547,1.3439135562150535,-1.652829851474469,1.8562266126130578,-1.6379848469535054,1.188863099150152,-1.7395005307353153,0.7051233696485777,-1.8045978800912208,-0.4731300464104204,2.3057142857142856
